Character	Stories
Mary Jane Watson	3 of 12 - The Other (Spider event)
Mary Jane Watson	1 of 1
Mary Jane Watson	2 of 12 - The Other (Spider event)
Mary Jane Watson	5 of 12 - The Other (Spider event)
Mary Jane Watson	1 of 3 - Mysterious
Mary Jane Watson	3 of 3 - Ronin
Mary Jane Watson	2 of 2 - Spider-Woman
Mary Jane Watson	4 of 4 - The Other Pt. 9
Mary Jane Watson	1 of 4 - 4XLS
Mary Jane Watson	2 of 5 -
Mary Jane Watson	1 of 5
Mary Jane Watson	Deadpool (1997) #11
Mary Jane Watson	Story B 4 of 5
Mary Jane Watson	1 of 1
Mary Jane Watson	One More Day 1 of 4
Josiah X	Cover #43912
Josiah X	Cover #43914
Frog Thor	Cover #81328
Paladin	Cover #19965
Paladin	In Manhattan, They Play For Keeps
Paladin	Let's Take It From Where I Swing In And Rescue You...
Paladin	
Paladin	Amazing Spider-Man (1999) #656 - Int
Paladin	Heroes for Hire (2010) #4
Paladin	Heroes for Hire (2010) #12
Paladin	Heroes For Hire #3 
Paladin	Heroes For Hire #4
Paladin	Cover #83079
Paladin	Heroes for Hire #2 2nd Printing
Paladin	SHADOWLAND: BLOOD ON THE STREETS PREMIERE HC
Paladin	Amazing Spider-Man (1999) #656, Captain America 70th Anniversary Variant - Int
Paladin	Amazing Spider-Man (1999) #656, 2nd Printing Variant
Paladin	Spider-Island: Heroes for Hire (2011) #1 cover
Paladin	Heroes for Hire (2010) #11
Paladin	Villains for Hire (2011) #0.1
Optimus Prime	4XLS - 1 of 4; Annihilation Conquest Insert
Patriot	Cover #479
Patriot	1 of 6
Patriot	2 of 6 - Sidekicks
Patriot	4 of 6 - Sidekicks
Patriot	6 of 6 - Sidekicks
Patriot	1 of 4
Patriot	4 of 4 - Family Matters
Patriot	1 of 7 - 7XLS
Patriot	Cover #5874
Patriot	2 of 7 - 7XLS
Patriot	Cover #5882
Patriot	4 of 4
Patriot	Cover #8381
Patriot	1 of 6 - 6XLS
Patriot	[The Yellowshirts Turn Yellow!]
Patriot	[Death Dirge of the Veiled Violinist]
Patriot	[The Yellowshirts Turn Yellow!]
Patriot	[Death Dirge of the Veiled Violinist]
Patriot	Death Stalks the Shipyard
Patriot	Danger Ahead
Arcana	1 of 6 - The Pre-War Years
Human Torch (Jim Hammond)	Cover #8821
Human Torch (Jim Hammond)	[Origin of the Human Torch]
Human Torch (Jim Hammond)	A Time of Marvels
Human Torch (Jim Hammond)	Cover #42786
Human Torch (Jim Hammond)	Cover #42828
Human Torch (Jim Hammond)	Invaders 10-21, Annual 1 --- CLASSIC TPB
Human Torch (Jim Hammond)	Interior #56153
Human Torch (Jim Hammond)	Cover #57548
Human Torch (Jim Hammond)	Cover #58499
Human Torch (Jim Hammond)	Cover #58511
Human Torch (Jim Hammond)	Cover #76755
Human Torch (Jim Hammond)	Interior #76756
Human Torch (Jim Hammond)	Captain America and Bucky (2011) #622 Cover
Human Torch (Jim Hammond)	Interior #91581
Human Torch (Jim Hammond)	Cover #95529
Thanos	Interior #695
Thanos	Interior #1413
Thanos	Interior #1603
Thanos	Interior #1801
Thanos	Interior #1843
Thanos	Interior #2254
Thanos	Interior #2437
Thanos	Interior #2439
Thanos	Interior #2441
Thanos	Interior #2443
Thanos	Interior #2445
Thanos	Interior #2447
Thanos	2 of 2 - Cosmic Starfox
Thanos	The Enemy Within!
Thanos	Day of the Dark Side!
Thanos	With Malice Toward All!
Thanos	Forever Evil
Thanos	Cover #17448
Thanos	When Titans Collide!
Thanos	Metamorphosis!
Jackpot	The Menace of Menace 1 of 3
Jackpot	The Menace of Menace 2 of 3
Jackpot	The Menace of Menace 2 of 3
Jackpot	The Menace of Menace 3 of 3
Jackpot	The $64,000 Desperado! (Chapter 2)
Jackpot	Cover #53627
Jackpot	Interior #53628
Jackpot	Spider-Man: New York Stories (0000) #1
Mandroid	Make Way For Moses Magnum!
Stature	6 of 6 - Sidekicks
Stature	4 of 4
Stature	Interior #51237
Stature	2 of 6
Stature	3 of 6
Stature	1 of 1
Stature	1 of 2
Stature	Interior #57228
Stature	Interior #57230
Stature	Interior #57232
Stature	Interior #57236
Stature	Interior #57238
Stature	Interior #57240
Stature	Interior #57242
Stature	Interior #63744
Stature	Cover #64810
Stature	Interior #64992
Stature	Interior #76577
Stature	Avengers: The Children's Crusade - Iron Lad (2010) #1 
Stature	Incredible Hulks (2009) #607, MCGUINNESS VARIANT
The Winter Soldier	3 of 3 - Identity Thief
The Winter Soldier	3 of 6 - The War at Home
The Winter Soldier	6 of 6 - The War at Home
The Winter Soldier	2 of 8 - Out of Time
The Winter Soldier	4 of 8 - Out of Time
The Winter Soldier	5 of 8 - Out of Time
The Winter Soldier	1 of 1 - Nomad
The Winter Soldier	1 of 6 - Winter Soldier
The Winter Soldier	3 of 6 - Winter Soldier
The Winter Soldier	3 of 6 - Winter Soldier
The Winter Soldier	4 of 6 - Winter Soldier
The Winter Soldier	5 of 6 - Winter Soldier
The Winter Soldier	6 of 6 - Winter Soldier
The Winter Soldier	6 of 6 - Winter Soldier
The Winter Soldier	1 of 2 - Crossbones & Sin
The Winter Soldier	3 of ? - Twenty-first Century Blitz
The Winter Soldier	4 of ? - Twenty-first Century Blitz
The Winter Soldier	4 of ? - Twenty-first Century Blitz
The Winter Soldier	2 of 6 - Death of the Dream
The Winter Soldier	2 of 6 - Death of the Dream
Mr. Fantastic	5 of 5 - Galactus
Mr. Fantastic	1 of ? - Distant Music
Mr. Fantastic	3 of ?
Mr. Fantastic	3 of 3
Mr. Fantastic	"THE STUFF OF DREAMS" PART 2 (OF 3) With a diseased Psycho-Man loose somewhere in the city, the very fabric of New York’s realit
Mr. Fantastic	2 of 2 - Inhumans
Mr. Fantastic	Cover #3461
Mr. Fantastic	3 of 3 - Sentry
Mr. Fantastic	4 of 4 - Sentry
Mr. Fantastic	1 of 5 - 5XLS
Mr. Fantastic	3 of 5 - 5XLS
Mr. Fantastic	5 of 5 - Bride of the Panther
Mr. Fantastic	Cover #3848
Mr. Fantastic	2 of 4 - 4XLS
Mr. Fantastic	4 of 6
Mr. Fantastic	4 of 6
Mr. Fantastic	1 of 1
Mr. Fantastic	2 of 6
Mr. Fantastic	1 of 1
Mr. Fantastic	1 of 1
Star-Lord (Peter Quill)	Cover #20014
Star-Lord (Peter Quill)	Planet Story
Star-Lord (Peter Quill)	Cover #21017
Star-Lord (Peter Quill)	The Saga of Star-Lord
Star-Lord (Peter Quill)	Cover #21019
Star-Lord (Peter Quill)	Tears for the World Called Heaven
Star-Lord (Peter Quill)	Annihilation Conquest: Starlord (2007) #3
Star-Lord (Peter Quill)	Annihilation Conquest: Starlord (2007) #4
Star-Lord (Peter Quill)	Annihilation: Conquest (2007) #1
Star-Lord (Peter Quill)	Annihilation: Conquest (2007) #1 - Int
Star-Lord (Peter Quill)	Annihilation: Conquest (2007) #2 
Star-Lord (Peter Quill)	Annihilation: Conquest (2007) #2 - Int
Star-Lord (Peter Quill)	Annihilation: Conquest (2007) #3 - Int
Star-Lord (Peter Quill)	ad (next issue)
Star-Lord (Peter Quill)	Cover #41904
Star-Lord (Peter Quill)	pin-up
Star-Lord (Peter Quill)	Second Launch!
Star-Lord (Peter Quill)	Star-Lord
Star-Lord (Peter Quill)	1. Windhoelme
Star-Lord (Peter Quill)	Cinnibar
Baron Zemo (Heinrich Zemo)	4 of 8 - Out of Time
Baron Zemo (Heinrich Zemo)	Cover: Captain America (2004) #6 of 6 - Out of Time
Baron Zemo (Heinrich Zemo)	6 of 6 - Out of Time
Baron Zemo (Heinrich Zemo)	House of M tie-in
Baron Zemo (Heinrich Zemo)	The Claws of the Panther
Baron Zemo (Heinrich Zemo)	The Man Who Lived Twice!
Baron Zemo (Heinrich Zemo)	The Avengers Break Up!
Baron Zemo (Heinrich Zemo)	Masters of Evil!
Baron Zemo (Heinrich Zemo)	Avengers (1963) #7 cover
Baron Zemo (Heinrich Zemo)	Their Darkest Hour!
Baron Zemo (Heinrich Zemo)	Masters of Evil
Baron Zemo (Heinrich Zemo)	Earth X Chapter Seven
Baron Zemo (Heinrich Zemo)	[untitled]
Baron Zemo (Heinrich Zemo)	ULTIMATE COMICS THOR PREMIERE HC
Baron Zemo (Heinrich Zemo)	Thunderbolts (2006) #164 cover
Blink	4 of 4 - Time Breakers
Blink	1 of ? - Hard Goodbyes
Blink	1 of 1
Blink	1 of 5 - Enemy of the Stars
Blink	Cover #4153
Blink	Cover #4223
Blink	Cover #4430
Blink	Cover #4513
Blink	Cover #4612
Blink	Cover #4614
Blink	3 of 5 - Enemy of the Stars
Blink	3 of 5 - Enemy of the Stars
Blink	Interior #24492
Blink	Endings
Blink	Cover #26280
Blink	A Beginning
Blink	The Phalanx Covenant - Generation Next Part Three: Enter Freely And Of Your Own Will
Blink	The Phalanx Covenant Book One Generation Next Part 2: Drop the Leash
Blink	Phalanx Covenant: Generation Next Part 4
Blink	The Phalanx Covenant Book One Generation Next Part 4: The Currents Shift
Inertia	1 of 6 - The Pre-War Years
Inertia	1 of 9 XLS
Inertia	Cover #6190
Star Brand	Cover #22028
Star Brand	The Star Brand
Star Brand	Cover #22030
Star Brand	Enemies
Star Brand	Cover #22032
Star Brand	Celebrity
Star Brand	Farewell, Pittsburgh
Star Brand	Ghosts
Star Brand	Sins of the Father...
Star Brand	Family Ties
Star Brand	Let There Be Life...
Star Brand	Giants in the Earth
Star Brand	Death - Where Is Thy Sting?
Star Brand	Madman
Star Brand	The Big Fix
Star Brand	Teddy Bare!
Star Brand	We, the People
Star Brand	Madman II
Star Brand	Finale
Star Brand	Cover #22065
Deviants	Artifacts and Apocrypha
Deviants	Family Secrets
Deviants	Cracked Foundation
Deviants	S.H.I.E.L.D (2010) #3
Thaddeus Ross	Hulk (2008) #35
Thaddeus Ross	Hulk (2008) #36
Forge	1 of 4 - Nimrod
Forge	I Want My X-Men!
Forge	Days of Future Present Part 4
Forge	You Must Remember This
Forge	Cover #21349
Forge	Building Blocks Part Two: Trust
Forge	Building Blocks Part Three: Faith
Forge	Building Blocks Part 4: Strength
Forge	Sorcerer's Duel!
Forge	I Am Haven
Forge	Afterlives
Forge	Afterlives
Forge	The Polaris Plot!
Forge	Phalanx Covenant: Life Signs Part 1
Forge	Phalanx Covenant: Life Signs Part 1
Forge	X-Teams Unite
Forge	Strong Guy in "Punch-O-Rama"
Forge	Promised Vengeance
Forge	The Waking
Forge	Creatures On the Loose
Ender Wiggin	Cover #72202
Ender Wiggin	Orson Scott Card's Speaker For The Dead #5
Ender Wiggin	Cover #82297
Ender Wiggin	Orson Scott Card's Speaker for the Dead #2
Ender Wiggin	Orson Scott Card's Speaker for the Dead (2010) #3 
Doctor Strange (Ultimate)	[untitled]
Doctor Strange (Ultimate)	[untitled]
Doctor Strange (Ultimate)	[untitled]
Blackout	Cover #51820
Blackout	Blackout Means Business, and His Business Is Murder!
Magneto	Cover #477
Magneto	2 of 2 - House of M Prelude
Magneto	New Avengers (2004) #20
Magneto	Cover #4153
Magneto	Cover #4223
Magneto	2 of 6 - True Believers
Magneto	Cover #4430
Magneto	Cover #4513
Magneto	Cover #4612
Magneto	Cover #4614
Magneto	Dead Days 1 of 1
Magneto	And Now, Magneto
Magneto	Below Us the Battle!
Magneto	The Fall of the Tower
Magneto	Cover #15387
Magneto	Where No X-Man Has Gone Before!
Magneto	Cover #15405
Magneto	When Falls Magneto!
Magneto	He Only Laughs When I Hurt!
Magneto	There's Something Awful On Muir Island!
Sugar Man	New Mutants (2009) #27
Sugar Man	Interior #81040
Sugar Man	Interior #90793
Carmella Unuscione	A Portrait of the Artist
Carmella Unuscione	Crossing Swords
Carmella Unuscione	Legacies
Carmella Unuscione	...For What I Have Done
Carmella Unuscione	Peers
Carmella Unuscione	The Shot Heard Round The World (The Magneto War Part One)
Carmella Unuscione	Disturbing Behavior (The Magneto War Part Three)
Carmella Unuscione	Fatal Attractions: Dreams Fade
Carmella Unuscione	Falling From Grace
Carmella Unuscione	Lost and Found
Carmella Unuscione	Thanks for the Memories
Moira MacTaggert	Cover #28324
Moira MacTaggert	The Good Shepherd
Moira MacTaggert	Sleeping With The Enemy
Moira MacTaggert	Phalanx Covenant: Life Signs Part 2
Moira MacTaggert	The Destine's Darkest Dreams
Moira MacTaggert	Interior #81024
Gargoyle	pin-up
Gargoyle	Cover #74394
Gargoyle	Cover #82386
Gargoyle	Heroes for Hire (2010) #11
Hank Pym	3 of 8 - 8XLS
Hank Pym	4 of 6 - Story A
Hank Pym	4 of 7 - 7XLS
Hank Pym	Cover #5886
Hank Pym	7 of 7 - 7XLS
Hank Pym	Cover #5905
Hank Pym	Cover #5907
Hank Pym	5 of 6 - Story A; Franklin Richards back-ups
Hank Pym	Cover #8381
Hank Pym	1 of 6 - 6XLS
Hank Pym	[untitled]
Hank Pym	The Return of the Ant-Man
Hank Pym	The Doorway to Nowhere
Hank Pym	The Thing From Outer Space
Hank Pym	[untitled]
Hank Pym	The Challenge of Comrade X
Hank Pym	The Hands of Time
Hank Pym	The Search for Pan
Hank Pym	Cover #12148
Hank Pym	Trapped by the Protector
Chameleon	2 of 3 - The Deadly Foes of Spider-Man
Chameleon	Cover #12260
Chameleon	Echoesة
Chameleon	Two Against the Chameleon!
Chameleon	[Part 1 of 3]
Chameleon	[Part 2 of 3]
Chameleon	[Part 1 of 3]
Chameleon	[Part 2 of 3]
Chameleon	Knight and Fogg
Chameleon	The Deadly Lads From Liverpool
Chameleon	2 of 5  XLS-Modok's 11
Chameleon	Amazing Spider-Man (1999) #583 - Int
Chameleon	Amazing Spider-Man (1999) #602 - Int
Chameleon	Amazing Spider-Man (1999) #603 - Int
Chameleon	Amazing Spider-Man (1999) #604 - Int
Chameleon	Amazing Spider-Man (1999) #614 - Int
Chameleon	Amazing Spider-Man (1999) #644 - Int
Chameleon	Amazing Spider-Man (1999) #645 - Int
Chameleon	Amazing Spider-Man (1999) #646
Chameleon	Amazing Spider-Man (1999) #644, BACHALO VARIANT
Kid Colt	The Deadly Double
Kid Colt	Dixie Or Die
Kid Colt	[I told yuh it's no use tryin', Ted!
Kid Colt	The New Sheriff
Kid Colt	[I'm letting you off easy this time, Crane!
Kid Colt	The Making of a Man
Kid Colt	Interior #56446
Kid Colt	Interior #56448
Kid Colt	Interior #56450
Kid Colt	Interior #56452
Colleen Wing	1 of 6 - 5XLS
Colleen Wing	4 of 6 - 5XLS
Colleen Wing	2 of 5
Colleen Wing	1 of 2
Colleen Wing	1 of 3 - Story C
Colleen Wing	3 of 3 - Story C
Colleen Wing	3 of 3 - Story C
Colleen Wing	World War Hulk 2 of 3; WWH SLUG
Colleen Wing	TBD 2 of 5
Colleen Wing	World War Hulk aftermath 1 of 1; WWH SLUG
Colleen Wing	TBD 4 of 7
Colleen Wing	TBD 5 of 7
Colleen Wing	TBD 6 of 7
Colleen Wing	The Fire Within
Wendell Rand	TBD 1 of 5
Wendell Rand	TBD 2 of 5
Wendell Rand	TBD 3 of 5
Wendell Rand	TBD 4 of 7
Wendell Rand	TBD 5 of 7
Wendell Rand	TBD 6 of 7
Sebastian Shaw	Intervention
Sebastian Shaw	Cover #38309
Sebastian Shaw	The Persistance of Memory
Sebastian Shaw	Ghost in the Shell
Sebastian Shaw	X.E.R.O. Tolerance
Sebastian Shaw	With Friends Like These
Sebastian Shaw	Circuits Maximus
Sebastian Shaw	A View To A Kill!
Sebastian Shaw	The Harder They Fall
Sebastian Shaw	Uncanny X-Force (2010) #17
Sebastian Shaw	Cover #80670
Sebastian Shaw	Cover #81272
Sebastian Shaw	Interior #81750
Sebastian Shaw	Cover #91312
Sebastian Shaw	X-MEN FIRST CLASS: THE HIGH HAND (2011) #1
Sebastian Shaw	Story: Uncanny X-Men Annual #2
Beast (Ultimate)	3 of 7 - Deadpool
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Hellfire and Brimstone Part 3
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Hellfire and Brimstone Part 1
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	Resignation
Beast (Ultimate)	The Enemy Within
Beast (Ultimate)	Previously ...
Beast (Ultimate)	The Tomorrow People Part 2
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	World Tour Part 4
Beast (Ultimate)	Previously In Ultimate X-Men:
Beast (Ultimate)	[untitled]
Beast (Ultimate)	World Tour Part Two
Beast (Ultimate)	Previously ...
Tombstone	Double Shots
Tombstone	[untitled]
Tombstone	Heartbreaker
Tombstone	[untitled]
Tombstone	Heartbreaker [Part 2]
Tombstone	Cover #29595
Tombstone	Spectacular Spider-Mail
Tombstone	Pardoned!
Tombstone	The Carrion Cure
Tombstone	The Deadly Lads From Liverpool
Tombstone	Death by Tombstone, Part 1
Tombstone	Death by Tombstone, Part 2
Tombstone	Death by Tombstone, Conclusion
Tombstone	Hero for Hire
Tombstone	The Long, Long Night
Tombstone	Say Goodbye to Vegas (Dead Man's Hand Part IX)
Tombstone	Interior #64080
Tombstone	Amazing Spider-Man (1999) #626 - Int
Tombstone	Amazing Spider-Man (1999) #643 - Int
Tombstone	Amazing Spider-Man (1999) #645 - Int
Cerise	Blight And Fog (Exile Book 2)
Cerise	Cover #22598
Earthquake	The Fate of the Phoenix!
Earthquake	The Darkest Hour
Earthquake	The Path Not Taken
Shiva	Shiva Scenario Part 3: Top Secret
Shiva	Shiva Versus Sabretooth--Need We Say More !!
Shiva	Counting Coup
Shiva	What Goes Around...
Shadowcat (Age of Apocalypse)	Cover #4153
Shadowcat (Age of Apocalypse)	Cover #4223
Shadowcat (Age of Apocalypse)	Cover #4430
Shadowcat (Age of Apocalypse)	Cover #4513
Shadowcat (Age of Apocalypse)	Cover #4612
Shadowcat (Age of Apocalypse)	Cover #4614
Elektra Natchios (Ultimate)	6 of 7 - Warriors
Elektra Natchios (Ultimate)	Cover #3610
Elektra Natchios (Ultimate)	Cover #31215
Elektra Natchios (Ultimate)	Interior #31216
Elektra Natchios (Ultimate)	Cover #31217
Elektra Natchios (Ultimate)	Interior #31218
Elektra Natchios (Ultimate)	Cover #31219
Elektra Natchios (Ultimate)	Interior #31220
Elektra Natchios (Ultimate)	Cover #31221
Elektra Natchios (Ultimate)	Interior #31222
Mary Jane Watson (House of M)	Amazing Spider-Man (1999) #603 - Int
Spiral (Rita Wayword)	Performance
Spiral (Rita Wayword)	Kiss Of Death!
Spiral (Rita Wayword)	For All The World To See
Spiral (Rita Wayword)	Lost and Found!
Spiral (Rita Wayword)	Spots!
Spiral (Rita Wayword)	Focus
Spiral (Rita Wayword)	Cover #22424
Spiral (Rita Wayword)	Dragon Moon Rising
Spiral (Rita Wayword)	Hearts Bled Crimson
Spiral (Rita Wayword)	The Spiral Path
Spiral (Rita Wayword)	The Trial of Magneto
Spiral (Rita Wayword)	Salvation
Spiral (Rita Wayword)	Omens and Portents
Spiral (Rita Wayword)	The Fall of the Mutants
Spiral (Rita Wayword)	Go Tell the Spartans
Spiral (Rita Wayword)	Busting Loose
Spiral (Rita Wayword)	The Key That Breaks the Locke
Spiral (Rita Wayword)	The Crunch Conundrum Part 2
Spiral (Rita Wayword)	Things That Go Bump In the Night!
Spiral (Rita Wayword)	A Villains Gallery
Harpoon	Redemption!
Harpoon	Duet!
Harpoon	The Morning After
Harpoon	Massacre
Harpoon	Psylocke
Harpoon	Death By Drowning
Harpoon	Heartbreak
Harpoon	Inferno
Harpoon	Inferno, Part the First: Strike the Match
Harpoon	Inferno, Part the Second: Fan the Flame
Harpoon	Trial & Errors
Lockjaw	In One World--and Out the Other!
Lockjaw	The Marvel Rage!
Lockjaw	And Now, Magneto
Lockjaw	The Greatest Array of Supporting Characters Ever Assembled in One Issue
Lockjaw	Endgame Part 3: Lunar Opposition
Lockjaw	Finale
Lockjaw	Cutting the Mustard
Lockjaw	Sparky The Wonder Dog
Lockjaw	Cover #24739
Lockjaw	Woof
Lockjaw	Earth X Chapter Nine
Lockjaw	Sons of Hala and Rhiannon
Lockjaw	Madmen & Prophets
Lockjaw	The Ties That Bind
Lockjaw	Eye of the Beholder
Lockjaw	Shadows of Doom
Lockjaw	Cover #40114
Lockjaw	The Man in the Moon
Lockjaw	Cover #76516
Lockjaw	Interior #76517
King Bedlam	The Future of X-Force is In The Cards
King Bedlam	Battle With the New Hellions Round 1
Masters of Evil	The Coming the... Wonder Man!
Strong Guy	1 of 6
Strong Guy	3 of 6
Strong Guy	Cover #5770
Strong Guy	1 of 1
Strong Guy	1 of 3 - Mutant Town Ghetto
Strong Guy	Jeoparody
Strong Guy	Heart of Ice 4 of 4
Strong Guy	A World Apart Part One Of Three
Strong Guy	You're Invited!
Strong Guy	X-Factor (2005) #218
Strong Guy	Interior #90998
The Hand	New Avengers (2004) #27
The Hand	Secret Invasion 5 of 8
The Hand	Secret Warriors (2008) #2
The Hand	Interior #91227
Big Wheel	Cover #13727
Big Wheel	story from Superior Spider-Man (2013) #1
Reaper	When Stryfe Strikes
Reaper	Snikts and Bones
Reaper	Fingers on the Trigger
Reaper	The Camel's Back
Reaper	A Force To Be Reckoned With
Reaper	And Now--Reignfire
Reaper	Shadows on the Rock
Reaper	Liberation Through Subjugation
Reaper	The Axe Falls
Medusa	1 of 6 - 6XLS
Medusa	Cover #6057
Medusa	Cover #12507
Medusa	The Frightful Four Strike Again!
Medusa	War on the Thirty-Sixth Floor!
Medusa	The Marvel Rage!
Medusa	Suddenly ... The Secret Defenders
Medusa	It's Always Darkest Before the ... DOOM!
Medusa	If Death Be Our Destiny--!
Medusa	Even the Watchers Can Die!
Medusa	At the Mercy of Maximus!
Medusa	Cover #14348
Medusa	Come On In, The Revolution's Fine
Medusa	Finale
Medusa	Woof
Medusa	Earth X: Chapter One
Medusa	Earth X Chapter Ten
Medusa	Earth X Chapter Twelve
Medusa	Earth X Chapter Two
Medusa	Earth X Chapter Three
Fantomex	Cover #30447
Fantomex	Interior #73562
Fantomex	Interior #73573
Fantomex	Uncanny X-Force #5
Fantomex	Uncanny X-Force (2010) #8
Fantomex	Uncanny X-Force (2010) #17
Fantomex	Cover #78008
Fantomex	Uncanny X-Force (2010) #14
Fantomex	Uncanny X-Force (2010) #16 cover
Fantomex	Interior #80022
Fantomex	Uncanny X-Force (2010) #7
Fantomex	Interior #90807
Fantomex	Cover #90992
Fantomex	Uncanny X-Force (2010) #16, Mc 50th Anniversary Variant
Fantomex	Cover #93793
Fantomex	Interior #94637
Fantomex	Uncanny X-Force (2010) #15
Makkari	1 of 7 - 7XLS
Makkari	Cover #5836
Makkari	Cover #5838
Makkari	[Revealed This Issue! The Power Of Olympia!]
Famine	Whose Death Is It, Anyway?
Famine	Die, Mutants, Die!
Famine	All Together Now!
Famine	For Every Action...
Famine	If I Should Die...
Famine	You Say You Want Some Evolution?
Famine	Masks
Famine	Fall of the Mutants
Famine	Judgement Day!
Famine	Casualties
Famine	Gifts!
Famine	Guardian
Famine	Tough Love
Famine	Overture
Famine	Familiar Refrain
Firestar (Ultimate)	Spider-Man & His Amazing Friends 1 of 6
