Character	Comics
Sersi	Avengers Legends Vol. I: Avengers Forever (Trade Paperback)
Sersi	Avengers: Galactic Storm Vol. 2 (Trade Paperback)
Sersi	Captain America (1968) #394
Sersi	Captain America (1968) #396
Sersi	Chaos War One-Shots (Trade Paperback)
Sersi	Eternals (1976) #5
Sersi	Eternals by Jack Kirby (Hardcover)
Sersi	Fantastic Four (1961) #378
Sersi	Fear Itself: Sin's Past (2011) #1
Sersi	Iron Man (1968) #279
Post	Cable (1993) #33
Post	Cable (1993) #72
Post	Onslaught: X-Men (1996) #1
Post	Uncanny X-Men (1963) #364
Post	Uncanny X-Men (1963) #379
Post	X-Factor (1986) #125
Post	X-Men (1991) #50
Post	X-Men (1991) #56
Post	X-Men (1991) #83
Post	X-Men: The Complete Onslaught Epic Book 2 (Trade Paperback)
Post	X-Men: The Complete Onslaught Epic Book 4 (Trade Paperback)
Post	X-Men: The Complete Onslaught Epic Vol. 1 TPB (Trade Paperback)
Maelstrom	Captain America & the Korvac Saga (2010) #1
Moondragon	Annihilation (2006) #1
Moondragon	Annihilation: Conquest (2007) #1
Moondragon	Annihilation: Conquest (2007) #2
Moondragon	Avengers (1998) #1
Moondragon	Avengers (1998) #2
Moondragon	Avengers (1998) #3
Moondragon	Avengers (1998) #4
Moondragon	Avengers (1998) #27
Moondragon	Avengers (1998) #35
Moondragon	Avengers (1963) #138
Moondragon	Avengers Assemble (Hardcover)
Moondragon	Avengers Assemble Vol. 3 (Hardcover)
Moondragon	Avengers Assemble Vol. 4 (Hardcover)
Moondragon	Iron Man (1968) #54
Moondragon	Warlock Chronicles (1993) #6
Moondragon	Warlock Chronicles (1993) #7
Moondragon	Warlock Chronicles (1993) #8
Vanisher (Telford Porter)	Cable (2008) #13
Vanisher (Telford Porter)	Cable (2008) #13 (OLIVETTI (MW, 50/50 COVER))
Vanisher (Telford Porter)	Cable (2008) #14
Vanisher (Telford Porter)	Cable (2008) #14 (OLIVETTI (MW, 50/50 COVER))
Vanisher (Telford Porter)	Cable (2008) #15
Vanisher (Telford Porter)	Cable (2008) #15 (OLIVETTI (MW, 50/50 COVER))
Vanisher (Telford Porter)	Uncanny X-Men (1963) #86
Black Bolt	Avengers (1963) #221
Black Bolt	Avengers Academy (2010) #2 (2ND PRINTING VARIANT)
Black Bolt	Black Panther (2005) #18
Black Bolt	Black Panther (2005) #18 (TURNER VARIANT)
Black Bolt	Black Panther: The Bride (Trade Paperback)
Black Bolt	Earth X (1999) #2
Black Bolt	Earth X (1999) #3
Black Bolt	Earth X (1999) #4
Black Bolt	Earth X (1999) #5
Black Bolt	Earth X (1999) #8
Black Bolt	Earth X (1999) #9
Black Bolt	Earth X (1999) #10
Black Bolt	Earth X (1999) #11
Black Bolt	Earth X (New (Trade Paperback)
Black Bolt	Fantastic Four (1996) #8
Black Bolt	Fantastic Four (1996) #9
Black Bolt	Fantastic Four (1996) #10
Black Bolt	Fantastic Four (1996) #12
Black Bolt	Fantastic Four (1998) #51
Black Bolt	Fantastic Four (1998) #52
Ben Reilly	Amazing Spider-Man (1963) #394
Ben Reilly	Amazing Spider-Man (1999) #609
Ben Reilly	Amazing Spider-Man (1999) #610
Ben Reilly	Spider-Man: New York Stories (Trade Paperback)
Dead Girl	X-Force (1991) #125
Dead Girl	X-Force (1991) #126
Dead Girl	X-Force (1991) #127
Dead Girl	X-Force (1991) #128
Dead Girl	X-Force (1991) #129
Dead Girl	X-Force: Famous, Mutant & Mortal (Hardcover)
Dead Girl	X-Statix (2002) #2
Dead Girl	X-Statix (2002) #8
Dead Girl	X-Statix Presents: Dead Girl (Trade Paperback)
Dead Girl	X-Statix Presents: Dead Girl (2006) #1
Dead Girl	X-Statix Vol. 2: Good Guys & Bad Guys (Trade Paperback)
Dead Girl	X-Statix Vol. I (Trade Paperback)
Thunderbolts	Amazing Spider-Man (1999) #571
Thunderbolts	Avengers Assemble Vol. 3 (Hardcover)
Thunderbolts	Civil War: Thunderbolts (Trade Paperback)
Thunderbolts	Civil War: Thunderbolts (Trade Paperback)
Thunderbolts	Dark Reign:Deadpool/Thunderbolts (Trade Paperback)
Thunderbolts	Invincible Iron Man (2008) #20
Thunderbolts	Invincible Iron Man (2008) #22
Thunderbolts	Invincible Iron Man (2008) #22 (2ND PRINTING VARIANT)
Thunderbolts	New Thunderbolts (2004) #10
Thunderbolts	New Thunderbolts (2004) #13
Thunderbolts	New Thunderbolts (2004) #18
Thunderbolts	New Thunderbolts Vol. 2: Modern Marvels (Trade Paperback)
Thunderbolts	New Thunderbolts Vol. 3: Right of Power (Trade Paperback)
Thunderbolts	Secret Warriors (2008) #7
Thunderbolts	Secret Warriors (2008) #8
Thunderbolts	Shadowland: Thunderbolts (Hardcover)
Thunderbolts	Thunderbolts (1997) #1
Thunderbolts	Thunderbolts (1997) #2
Thunderbolts	Thunderbolts (1997) #3
Thunderbolts	Thunderbolts (1997) #4
Hercules	Alpha Flight (1983) #110
Hercules	Avengers (1998) #1
Hercules	Avengers (1998) #2
Hercules	Avengers (1998) #3
Hercules	Avengers (1998) #4
Hercules	Avengers (1963) #10
Hercules	Avengers (1998) #25
Hercules	Avengers (1998) #27
Hercules	Avengers (1998) #44
Hercules	Avengers (1998) #46
Hercules	Avengers (1998) #48
Hercules	Avengers (1998) #54
Hercules	Avengers (1998) #55
Hercules	Avengers (1998) #58
Hercules	Avengers (1963) #98
Hercules	Avengers (1963) #99
Hercules	Avengers (1963) #163
Hercules	Avengers (1963) #249
Hercules	Avengers (1963) #267
Hercules	Avengers (1963) #283
Red She-Hulk	Avengers (2010) #16
Red She-Hulk	Defenders (2011) #8
Red She-Hulk	Fear Itself (2010) #3
Red She-Hulk	Fear Itself (2010) #7
Red She-Hulk	Incredible Hulks (2009) #608 (VARIANT)
Red She-Hulk	Incredible Hulks (2009) #618
Red She-Hulk	Incredible Hulks (2009) #623
Red She-Hulk	Incredible Hulks (2009) #627
Red She-Hulk	Incredible Hulks (2009) #627 (THOR HOLLYWOOD VARIANT)
Red She-Hulk	Incredible Hulks (2009) #628
Red She-Hulk	Incredible Hulks (2009) #629
Red She-Hulk	Incredible Hulks (2009) #630
Red She-Hulk	Point One (2011) #1
Red She-Hulk	Point One (2011) #1 (Bradshaw Variant)
Red She-Hulk	Point One (2011) #1 (Bradshaw Inked Variant)
Glenn Talbot	Avengers (1963) #88
Glenn Talbot	Incredible Hulks (2009) #607 (MCGUINNESS VARIANT)
Scourge	Cap Transport (2005) #7
Scourge	Captain America (1968) #358
Scourge	Captain America (1968) #362
Scourge	Thor (1966) #358
Scourge	Thor Legends Vol. 2: Walt Simonson Book II (Trade Paperback)
Scourge	Wolverine (1988) #154
Scourge	Wolverine (1988) #155
Major Mapleleaf	Alpha Flight (2004) #12
Major Mapleleaf	Alpha Flight Vol. 2: Waxing Poetic (Trade Paperback)
Sauron	Classic X-Men (1986) #20
Sauron	Marvel Fanfare (1982) #2
Sauron	Marvel Fanfare (1982) #3
Sauron	Marvel Fanfare (1982) #4
Sauron	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Sauron	Marvel Masterworks: The X-Men Vol.6 (Hardcover)
Sauron	New Avengers (2004) #5
Sauron	New Avengers (2004) #6
Sauron	New Avengers Vol. 1: Breakout (Trade Paperback)
Sauron	Uncanny X-Men (1963) #60
Sauron	Uncanny X-Men (1963) #61
Sauron	Uncanny X-Men (1963) #62
Sauron	Uncanny X-Men (1963) #115
Sauron	Uncanny X-Men (1963) #353
Sauron	Uncanny X-Men (1963) #354
Sauron	Uncanny X-Men (1963) #355
Sauron	Uncanny X-Men (1963) #356
Sauron	Uncanny X-Men Omnibus Vol. 1 (Hardcover)
Sauron	Weapon X Vol. 1 (Trade Paperback)
Sauron	Weapon X Vol. I (Trade Paperback)
Exodus	Cable (1993) #30
Exodus	Excalibur (1988) #71
Exodus	Excalibur (1988) #106
Exodus	Uncanny X-Men (1963) #304
Exodus	Uncanny X-Men (1963) #307
Exodus	Uncanny X-Men (1963) #315
Exodus	X-Force (1991) #25
Exodus	X-Men (1991) #25
Exodus	X-Men (1991) #26
Exodus	X-Men (1991) #42
Exodus	X-Men Chronicles (1995) #2
Exodus	X-Men Legacy (2008) #261
Exodus	X-Men Unlimited (1993) #2
Exodus	X-Men: Prime (1995) #1
Exodus	X-Men: The Complete Age of Apocalypse Epic Book 1 (Trade Paperback)
Exodus	X-Men: The Complete Age of Apocalypse Epic Book 4 (Trade Paperback)
Phoenix	Avengers (1963) #110
Phoenix	Essential X-Factor Vol. 2 (All-New Edition) (Trade Paperback)
Phoenix	Girl Comics (2010) #2
Phoenix	Marvel Girl (2010) #1
Phoenix	New X-Men Vol. 2: Germ-Free Generation GN-TPB (Graphic Novel)
Phoenix	Uncanny X-Force (2010) #13 (2nd Printing Variant)
Phoenix	Uncanny X-Men (1963) #67
Phoenix	Uncanny X-Men (1963) #68
Phoenix	Uncanny X-Men (1963) #69
Phoenix	Uncanny X-Men (1963) #70
Phoenix	Uncanny X-Men (1963) #71
Phoenix	Uncanny X-Men (1963) #72
Phoenix	Uncanny X-Men (1963) #73
Phoenix	Uncanny X-Men (1963) #74
Phoenix	Uncanny X-Men (1963) #75
Phoenix	Uncanny X-Men (1963) #76
Phoenix	Uncanny X-Men (1963) #77
Phoenix	Uncanny X-Men (1963) #78
Phoenix	Uncanny X-Men (1963) #79
Phoenix	Uncanny X-Men (1963) #80
The Order	The Order (2007) #1
The Order	The Order (2007) #1 (50/50 Variant)
The Order	The Order (2007) #2
The Order	The Order (2007) #3
The Order	The Order (2007) #4
The Order	The Order (2007) #5
The Order	The Order (2007) #6
The Order	The Order (2007) #7
The Order	The Order (2007) #8
The Order	The Order (2007) #9
The Order	The Order (2007) #10
The Order	The Order Vol. 1: The Next Right Thing (Trade Paperback)
Gamora	Guardians of the Galaxy (2013) #1
Gamora	Guardians of the Galaxy (2013) #1 (Manara Variant)
Gamora	Guardians of the Galaxy (2013) #2
Gamora	Nova (2007) #6
Gamora	Nova (2007) #10
Gamora	The Thanos Imperative: Devastation (2010) #1
Gamora	Warlock and the Infinity Watch (1992) #14
Gamora	Warlock Chronicles (1993) #6
Gamora	Warlock Chronicles (1993) #7
Gamora	Warlock Chronicles (1993) #8
Zombie (Simon_Garth)	Strange Tales (1998) #1
Betty Ross	Incredible Hulk Vol. 3: World War Hulks (Trade Paperback)
Betty Ross	Incredible Hulks (2009) #607 (MCGUINNESS VARIANT)
Betty Ross	Incredible Hulks (2009) #634
Betty Ross	Marvel Masterworks: The Incredible Hulk Vol. 2 (Hardcover)
Betty Ross	Marvel Super-Heroes (1967) #82
Betty Ross	Tales to Astonish (1959) #66
Nemesis	Alpha Flight (2004) #12
Nemesis	Alpha Flight Vol. 2: Waxing Poetic (Trade Paperback)
Nemesis	X-Men (2010) #19
Nemesis	X-Men (2010) #19 (Mc 50th Anniversary Variant)
Lightning Lords of Nepal	Immortal Iron Fist (2006) #10
Daredevil	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (Hardcover)
Daredevil	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (Hardcover)
Daredevil	Alias (2003) #10
Daredevil	Alias Omnibus (Hardcover)
Daredevil	Alpha Flight (1983) #1
Daredevil	Alpha Flight (1983) #127
Daredevil	Alpha Flight Classic Vol. 1 (Trade Paperback)
Daredevil	Amazing Spider-Man (1963) #16
Daredevil	Amazing Spider-Man (1999) #566
Daredevil	Amazing Spider-Man (1999) #567
Daredevil	Amazing Spider-Man (1999) #587
Daredevil	Amazing Spider-Man (1999) #600
Daredevil	Amazing Spider-Man (1999) #600 (2ND PRINTING VARIANT)
Daredevil	Amazing Spider-Man Annual (1964) #3
Daredevil	Amazing Spider-Man Annual (1964) #15
Daredevil	Amazing Spider-Man Omnibus Vol. 1 (Hardcover)
Daredevil	Astonishing Tales (2009) #4
Daredevil	Avengers (1998) #10
Daredevil	Avengers (1998) #11
Daredevil	Avengers (1963) #82
Odin	Avengers (1963) #7
Odin	Avengers (1963) #83
Odin	Avengers (1963) #220
Odin	Avengers Origins: Thor (2011) #1
Odin	Black Panther (1998) #47
Odin	Captain America (2004) #617
Odin	Captain America (2004) #617 (THOR HOLLYWOOD VARIANT)
Odin	Earth X (1999) #5
Odin	Earth X (1999) #12
Odin	Earth X (New (Trade Paperback)
Odin	Essential Thor Vol. 5 (Trade Paperback)
Odin	Fantastic Four (1961) #262
Odin	Fantastic Four Visionaries: John Byrne Vol. 4 (Trade Paperback)
Odin	Fear Itself (2010) #1 (Ff 50th Anniversary Variant)
Odin	Fear Itself (2010) #1 (Blank Cover Variant)
Odin	Fear Itself (2010) #1 (Immomen Variant)
Odin	Fear Itself (2010) #2
Odin	Fear Itself (2010) #2
Odin	Fear Itself (2010) #2 (McNiven Variant)
Odin	Fear Itself (2010) #7.3
Doctor Strange	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (Hardcover)
Doctor Strange	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (Hardcover)
Doctor Strange	Alpha Flight (1983) #127
Doctor Strange	Amazing Spider-Man (1963) #109
Doctor Strange	Amazing Spider-Man (1999) #504
Doctor Strange	Amazing Spider-Man Annual (1964) #14
Doctor Strange	Amazing Spider-Man Vol. 7: The Book of Ezekiel (Trade Paperback)
Doctor Strange	Amazing Spider-Man Vol. 7: The Book of Ezekiel (Trade Paperback)
Doctor Strange	Avengers (2010) #8
Doctor Strange	Avengers (1963) #61
Doctor Strange	Avengers (1963) #115
Doctor Strange	Avengers (1963) #221
Doctor Strange	Avengers Academy (2010) #10
Doctor Strange	Avengers Annual (1967) #8
Doctor Strange	Avengers Legends Vol. II: George Perez Book I (Trade Paperback)
Doctor Strange	Avengers VS X-Men (2012) #12
Doctor Strange	Avengers/Invaders (2008) #6
Doctor Strange	Avengers/Invaders (2008) #7
Doctor Strange	Black Panther (2005) #18
Doctor Strange	Black Panther (2005) #18 (TURNER VARIANT)
Madrox	Madrox (2004) #1
Madrox	Madrox (2004) #2
Madrox	Madrox (2004) #3
Madrox	Madrox (2004) #4
Madrox	Madrox (2004) #5
Madrox	Madrox: Multiple Choice (Trade Paperback)
Madrox	X-Factor (2005) #1
Madrox	X-Factor (2005) #3
Madrox	X-Factor (2005) #13
Madrox	X-Factor (2005) #13 (variant)
Madrox	X-Factor (2005) #14
Madrox	X-Factor (2005) #25
Madrox	X-Factor (2005) #25 (Marc Silvestri Variant)
Madrox	X-Factor (2005) #200
Madrox	X-Factor (2005) #216
Madrox	X-Factor Vol. 2: Life and Death Matters (Reprint) (Trade Paperback)
Madrox	X-Factor Vol. 3: Many Lives of Madrox (Trade Paperback)
Madrox	X-Factor: The Longest Night (Trade Paperback)
Tana Nile	Thor (1966) #211
Tana Nile	Thor (1966) #212
Tana Nile	Thor (1966) #217
Tana Nile	Thor (1966) #218
Tana Nile	Thor (1966) #220
Layla Miller	Mighty Avengers (2007) #13
Layla Miller	X-Factor (2005) #25
Layla Miller	X-Factor (2005) #25 (Marc Silvestri Variant)
Layla Miller	X-Factor (2005) #200
Layla Miller	X-Factor (2005) #240
Fantastic Four	4 (2004) #1
Fantastic Four	4 (2004) #2
Fantastic Four	4 (2004) #3
Fantastic Four	4 (2004) #4
Fantastic Four	4 (2004) #5
Fantastic Four	4 (2004) #6
Fantastic Four	4 (2004) #7
Fantastic Four	4 (2004) #8
Fantastic Four	4 (2004) #9
Fantastic Four	4 (2004) #10
Fantastic Four	4 (2004) #11
Fantastic Four	4 (2004) #12
Fantastic Four	4 (2004) #13
Fantastic Four	4 (2004) #14
Fantastic Four	4 (2004) #15
Fantastic Four	4 (2004) #16
Fantastic Four	4 (2004) #17
Fantastic Four	4 (2004) #18
Fantastic Four	4 (2004) #19
Fantastic Four	4 (2004) #20
Squirrel Girl	Age of Heroes (Trade Paperback)
Squirrel Girl	Amazing Spider-Man (1999) #653
Squirrel Girl	G.L.a. (2005) #1
Squirrel Girl	G.L.a.: Misassembled (Trade Paperback)
Squirrel Girl	New Avengers (2010) #15
Squirrel Girl	New Avengers (2010) #17
Squirrel Girl	New Avengers (2010) #17 (Mc 50th Anniversary Variant)
Squirrel Girl	New Avengers Annual (2010) #1
Squadron Supreme (Earth-712)	Avengers (1963) #85
Squadron Supreme (Earth-712)	Captain America (1968) #314
Squadron Supreme (Earth-712)	Quasar (1999) #13
Squadron Supreme (Earth-712)	Quasar (1999) #14
Squadron Supreme (Earth-712)	Quasar (1999) #15
Squadron Supreme (Earth-712)	Quasar (1999) #16
Squadron Supreme (Earth-712)	Quasar (1999) #51
Squadron Supreme (Earth-712)	Quasar (1999) #52
Squadron Supreme (Earth-712)	Squadron Supreme (Trade Paperback)
Squadron Supreme (Earth-712)	Squadron Supreme (Trade Paperback)
Squadron Supreme (Earth-712)	Squadron Supreme (2006) #1
Squadron Supreme (Earth-712)	Squadron Supreme (1985) #1
Squadron Supreme (Earth-712)	Squadron Supreme (2008) #1
Squadron Supreme (Earth-712)	Squadron Supreme (2008) #2
Squadron Supreme (Earth-712)	Squadron Supreme (1985) #2
Squadron Supreme (Earth-712)	Squadron Supreme (2006) #2
Squadron Supreme (Earth-712)	Squadron Supreme (1985) #3
Squadron Supreme (Earth-712)	Squadron Supreme (2008) #3
Squadron Supreme (Earth-712)	Squadron Supreme (2006) #3
Squadron Supreme (Earth-712)	Squadron Supreme (2008) #3 (MONKEY VARIANT (1 FOR 10))
Hardball	Avengers: The Initiative (2007) #4
Hardball	Avengers: The Initiative (2007) #19
Hardball	Avengers: The Initiative (2007) #20
Hardball	Avengers: The Initiative Annual (2007) #1
Hardball	Fear Itself: Youth in Revolt (2011) #1
Hardball	Fear Itself: Youth in Revolt (2011) #3
Hardball	Fear Itself: Youth in Revolt (2011) #4
Hardball	Fear Itself: Youth in Revolt (2011) #5
Hardball	Fear Itself: Youth in Revolt (2011) #6
Hardball	Secret Invasion: The Infiltration (Trade Paperback)
Punisher 2099	Marvel Knights 2099 (Trade Paperback)
Punisher 2099	Punisher 2099 (2004) #1
Rawhide Kid	Marvel Fanfare (1982) #45
Rawhide Kid	Marvel Masterworks: Rawhide Kid Vol. (Hardcover)
Rawhide Kid	Rawhide Kid (Trade Paperback)
Rawhide Kid	Rawhide Kid (1960) #17
Rawhide Kid	Rawhide Kid (1960) #18
Rawhide Kid	Rawhide Kid (1960) #19
Rawhide Kid	Rawhide Kid (1960) #20
Rawhide Kid	Rawhide Kid (1960) #21
Rawhide Kid	Rawhide Kid (1960) #22
Rawhide Kid	Rawhide Kid (1960) #23
Rawhide Kid	Rawhide Kid (1960) #24
Rawhide Kid	Rawhide Kid (1960) #25
Rawhide Kid	Rawhide Kid (1960) #26
Rawhide Kid	Rawhide Kid (1960) #27
Rawhide Kid	Rawhide Kid (1960) #28
Rawhide Kid	Rawhide Kid (1960) #29
Rawhide Kid	Rawhide Kid (1960) #30
Rawhide Kid	Rawhide Kid (1960) #31
Rawhide Kid	Rawhide Kid (1960) #32
Rawhide Kid	Rawhide Kid (1960) #33
Deathcry	Annihilation: Conquest - Starlord (2007) #2
Deathcry	Chaos War: Avengers (Trade Paperback)
Deathcry	Chaos War: Dead Avengers (2010) #1
Puck (Zuzha Yu)	Alpha Flight (2004) #12
Puck (Zuzha Yu)	Alpha Flight Vol. 2: Waxing Poetic (Trade Paperback)
Ant-Man (Eric O Grady)	Ant-Man & the Wasp (2010) #2
Ant-Man (Eric O Grady)	Ant-Man & the Wasp (2010) #3
Ant-Man (Eric O Grady)	Ant-Man & Wasp: Small World (Trade Paperback)
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #8
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #9
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #14
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT)
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #17
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #18
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT)
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #19
Ant-Man (Eric O Grady)	Avengers: The Initiative (2007) #20
Ant-Man (Eric O Grady)	Fear Itself: The Fearless (2011) #3
Ant-Man (Eric O Grady)	I Am an Avenger (2010) #5
Ant-Man (Eric O Grady)	Irredeemable Ant-Man (2006) #1
Ant-Man (Eric O Grady)	Irredeemable Ant-Man (2006) #3
Ant-Man (Eric O Grady)	Irredeemable Ant-Man (2006) #5
Ant-Man (Eric O Grady)	Irredeemable Ant-Man (2006) #6
Ant-Man (Eric O Grady)	Irredeemable Ant-Man (2006) #10
Ant-Man (Eric O Grady)	Irredeemable Ant-Man Vol. 1: Low-Life (2007)
X-Men (Ultimate)	Ultimate Annuals Vol. 1 (Trade Paperback)
X-Men (Ultimate)	Ultimate Comics X (2010) #1
X-Men (Ultimate)	Ultimate Comics X (2010) #1 (3RD PRINTING VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #1 (SPECIAL VARIANT (COVER ONLY))
X-Men (Ultimate)	Ultimate Comics X (2010) #1 (SPOILER LINE-UP VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #1 (FOILOGRAM VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #1 (VILLAIN VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #2
X-Men (Ultimate)	Ultimate Comics X (2010) #2 (2ND PRINTING VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #2 (3RD PRINTING VARIANT)
X-Men (Ultimate)	Ultimate Comics X (2010) #3
X-Men (Ultimate)	Ultimate Comics X-Men (2010) #1
X-Men (Ultimate)	Ultimate Comics X-Men (2010) #1 (Bagley Variant)
X-Men (Ultimate)	Ultimate Comics X-Men (2010) #1 (Medina Variant)
X-Men (Ultimate)	Ultimate Fantastic Four/Ultimate X-Men Annual (2008) #1
X-Men (Ultimate)	Ultimate Marvel Team-Up (2001) #11
X-Men (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
X-Men (Ultimate)	Ultimate X-Men (2000)
X-Men (Ultimate)	Ultimate X-Men (2000) #1
X-Men (Ultimate)	Ultimate X-Men (2000) #2
Joystick	New Thunderbolts (2004) #6
Joystick	New Thunderbolts (2004) #10
Joystick	New Thunderbolts Vol. 1: One Step Forward (Trade Paperback)
Joystick	New Thunderbolts Vol. 2: Modern Marvels (Trade Paperback)
Scarecrow (Ebenezer Laughton)	Avengers (1998) #64
Scarecrow (Ebenezer Laughton)	Avengers Vol. 2: Red Zone (Trade Paperback)
Scarecrow (Ebenezer Laughton)	Avengers Vol. II: Red Zone (Trade Paperback)
Scarecrow (Ebenezer Laughton)	Dead of Night (1973) #11
Scarecrow (Ebenezer Laughton)	Doctor Strange, Sorcerer Supreme (1988) #38
Scarecrow (Ebenezer Laughton)	Legion of Monsters (Hardcover)
Scarecrow (Ebenezer Laughton)	Marvel Spotlight (1971) #26
Scarecrow (Ebenezer Laughton)	Sensational Spider-Man (2006) #30
Scarecrow (Ebenezer Laughton)	Tales of Suspsnse Transport (1959) #55
Plazm	X-Force (1991) #116
Plazm	X-Force: Famous, Mutant & Mortal (Hardcover)
Frightful Four	Incredible Hulks (2009) #608 (VARIANT)
Venom (Flash Thompson)	Amazing Spider-Man (1999) #574
Venom (Flash Thompson)	Amazing Spider-Man (1999) #622
Venom (Flash Thompson)	Amazing Spider-Man (1999) #642
Venom (Flash Thompson)	Amazing Spider-Man (1999) #647
Venom (Flash Thompson)	Amazing Spider-Man (1999) #654
Venom (Flash Thompson)	Amazing Spider-Man (1999) #654 (2nd Printing Variant)
Venom (Flash Thompson)	Amazing Spider-Man (1999) #654.1
Venom (Flash Thompson)	Amazing Spider-Man (1999) #665
Venom (Flash Thompson)	Amazing Spider-Man (1999) #665 (AMAZING SPIDER-MAN 665 I AM CAPTAIN AMERICA VARIANT)
Venom (Flash Thompson)	Amazing Spider-Man (1999) #668
Venom (Flash Thompson)	Amazing Spider-Man (1999) #668 (2nd Printing Variant)
Venom (Flash Thompson)	Amazing Spider-Man (1999) #669
Venom (Flash Thompson)	Amazing Spider-Man Annual (1964) #5
Venom (Flash Thompson)	Amazing Spider-Man Family (2008) #3
Venom (Flash Thompson)	Amazing Spider-Man: Extra! (2009) #3
Venom (Flash Thompson)	Marvel Masterworks: The Amazing Spider-Man Vol. 7 - (Hardcover)
Venom (Flash Thompson)	Secret Avengers (2010) #22 (Hardman Variant)
Venom (Flash Thompson)	Secret Avengers (2010) #23
Venom (Flash Thompson)	Spider-Man Loves Mary Jane (2005) #19
Venom (Flash Thompson)	Spider-Man Loves Mary Jane Vol. 4: Still Friends (Trade Paperback)
Avengers	Age of Apocalypse (2011) #2 (Avengers Art Appreciation Variant)
Avengers	Age of X: Universe (2011) #2
Avengers	Alias (2003) #4
Avengers	Alias Omnibus (Hardcover)
Avengers	Alpha Flight (1983) #99
Avengers	Alpha Flight (1983) #100
Avengers	Alpha Flight (1983) #101
Avengers	Amazing Spider-Man (1999) #1
Avengers	Amazing Spider-Man (1999) #7
Avengers	Amazing Spider-Man (1999) #519
Avengers	Amazing Spider-Man (1999) #600
Avengers	Amazing Spider-Man (1999) #600 (2ND PRINTING VARIANT)
Avengers	Amazing Spider-Man (1999) #648
